7480.0,-103.33333333333334,-103.33333333333334,-103.33333333333334
15160.0,-97.97793127297749,-98.10969047095311,-97.84617207500186
23480.0,-93.19306782032949,-93.39557692646177,-92.9905587141972
31700.0,-89.02064220178431,-89.26846025632076,-88.77282414724786
40340.0,-85.2108509458275,-85.44101833938949,-84.98068355226552
49180.0,-81.8296092734581,-82.09181383691904,-81.56740470999716
57840.0,-78.77063220005866,-79.05039926466276,-78.49086513545456
66740.0,-75.93113204920755,-76.22478830044727,-75.63747579796782
75820.0,-73.35692247798634,-73.62015802562243,-73.09368693035026
85160.0,-70.99523094235064,-71.26973529286445,-70.72072659183684
94520.0,-68.83497799764805,-69.06165590911861,-68.6083000861775
104280.0,-66.83142799223404,-67.01863788906962,-66.64421809539846
113840.0,-64.99643322873663,-65.19199424919844,-64.80087220827482
123760.0,-63.265350142072634,-63.47463246477076,-63.05606781937451
133720.0,-61.67167714492636,-61.85452932394557,-61.488824965907156
143580.0,-60.177277450659275,-60.355211553839325,-59.999343347479225
153640.0,-58.76566229097589,-58.92250667547245,-58.60881790647933
164100.0,-57.447259476438944,-57.59289946698032,-57.30161948589757
174540.0,-56.224755558257456,-56.35152032219097,-56.09799079432394
185100.0,-55.065548101438516,-55.18716654530566,-54.943929657571374
195660.0,-53.97449426951006,-54.095490549852244,-53.85349798916788
206460.0,-52.93696723443476,-53.050659385640806,-52.823275083228715
216960.0,-51.96163967940809,-52.07090460500385,-51.85237475381233
228040.0,-51.02224946727314,-51.11105973682912,-50.93343919771716
239460.0,-50.15012365508701,-50.22801669010294,-50.072230620071075
250900.0,-49.32725738746156,-49.40094641716248,-49.253568357760635
262680.0,-48.54178291586784,-48.61309039792745,-48.47047543380823
274200.0,-47.801742970546464,-47.86344161547225,-47.74004432562068
285880.0,-47.08511566613875,-47.134521663129256,-47.03570966914824
297600.0,-46.40219427323835,-46.446915203855184,-46.35747334262152
309480.0,-45.74823012346939,-45.79712534756109,-45.69933489937769
321540.0,-45.12471947938231,-45.177258857918346,-45.07218010084627
333740.0,-44.52970423155689,-44.57741465334535,-44.48199380976843
346380.0,-43.96061406084917,-44.00644203429038,-43.914786087407954
359120.0,-43.421353374820924,-43.466418673199854,-43.376288076441995
371820.0,-42.90316398198892,-42.95126651031305,-42.85506145366479
